Unnamed: 0,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CO ComputerEngineering,65239,--,--,71250,--,0277,81866,--,--,63842,--,--,69627,27399,--,63512,--,77752,16353,--,18653,12802,--,--
CS Computers,40549,--,--,44205,46352,47798,41033,--,--,35747,--,--,36784,--,42063,35089,41079,37178,87073,95437,10285,93540,--,96088
DS Comp. Sc. Engg-Data Sc.,54063,--,72133,50453,--,--,48292,0186,--,49115,--,--,51862,--,--,48064,--,57327,11591,--,15930,11058,--,--
EC Electronics,63413,--,--,55156,83520,65005,53052,--,--,46496,--,--,49632,--,55791,46458,60623,53939,12291,--,15325,13393,--,145892
"IC CS-IoT, CyberSecurity",75660,16482,--,63627,--,75211,78082,--,--,58059,--,--,65306,--,--,57788,--,62252,16248,--,17932,13436,--,--
IE Info.Science,47496,--,55227,46978,--,49008,46633,--,--,44761,--,--,45904,--,--,44171,49308,48575,12012,13001,15918,11518,--,120447
ME Mechanical,5564,--,--,12212,--,--,143372,--,--,14139,--,54601,17657,--,--,09342,11767,11089,20549,--,--,13017,26785,--
MK Mechanical Engg(Kannada),--,--,--,23321,--,--,--,--,--,--,--,--,--,--,--,97677,20035,20536,23809,--,--,21274,--,--
AE Aeronaut.Engg,2833,--,--,13313,--,3510,124942,--,--,21166,--,--,24588,--,--,21021,13411,12923,18263,--,19968,24688,--,--
AI ArtificialIntelligence,1554,--,--,11442,121344,1776,--,--,--,04400,--,--,12136,--,--,01484,11408,10557,17782,--,19616,10961,--,--
CS Computers,1350,--,--,11248,--,1552,105257,--,--,09284,--,--,04451,--,10720,00155,10316,10817,17357,17376,17501,19011,--,190567
DS Comp. Sc. Engg-Data Sc.,2100,--,--,12459,--,--,121788,--,124111,19557,--,--,17817,--,--,17302,--,12026,18584,--,20753,21423,--,--
EC Electronics,--,15430,14131,12344,--,--,140025,--,--,--,--,--,--,--,--,12966,--,11478,19776,--,--,19179,--,--
ME Mechanical,--,--,--,25891,--,--,--,--,--,--,--,--,26670,--,--,23656,--,24983,27280,--,--,--,--,--
"CA CS (AI, MachineLearning)",33493,--,--,33961,34149,35311,32871,--,--,32796,--,--,29943,--,31618,27723,32784,30459,12929,21947,23048,92588,--,104210
CS Computers,23855,--,31146,25680,27682,30072,26428,--,28659,25675,--,--,21910,--,23379,19154,24527,23162,10638,11480,15228,91104,10146,102358
EC Electronics,41241,--,49725,36374,--,36808,54102,--,--,38655,50739,--,35023,--,--,34417,39815,35228,17906,--,19501,93762,--,131713
IE Info.Science,32409,--,--,31984,--,32371,35453,--,36279,32904,--,34395,27020,42330,--,26828,26902,31447,14695,--,18501,10490,--,--
ME Mechanical,7885,18424,--,12029,--,2336,128104,--,--,17463,--,--,25578,--,--,93375,--,95372,26517,--,--,19933,--,--
RA Robotics andAutomation,75490,--,--,81256,--,--,73360,4661,--,66699,--,67360,57262,--,--,56751,61009,61179,23091,--,--,18489,--,--
CE Civil,8338,--,20702,18089,--,8915,193332,--,--,76416,--,--,71891,81113,83624,65092,16806,17955,20109,--,20780,21624,--,--
CS Computers,73155,--,--,77533,78733,82444,84044,--,91296,71373,--,76838,74856,--,--,68623,69742,70237,10217,10628,10548,10027,--,--
EC Electronics,0402,--,--,11512,--,1593,105488,1080,137117,99360,--,--,98718,--,--,94615,98566,98653,15354,--,16591,16070,--,176184
ME Mechanical,1371,--,27250,21165,--,2045,204698,--,--,96170,--,--,01553,--,04344,93776,19450,20074,22476,24810,22586,25289,26559,274514
CE Civil,4170,--,--,14231,--,6036,168946,--,--,--,--,--,--,--,--,25781,--,14106,16443,--,17171,13094,--,--
CS Computers,78847,--,--,69541,--,77547,--,--,--,67807,--,--,71423,--,--,57995,62403,67309,86767,--,--,89657,--,--
EC Electronics,--,--,--,11194,--,--,96121,--,130039,04575,--,--,90918,05023,--,87365,--,91603,13301,--,--,12263,--,--
ME Mechanical,--,21988,--,21456,--,--,--,--,--,--,--,--,13334,--,--,70176,--,19568,24732,--,25953,23907,--,--
CE Civil,6978,17253,19389,17955,--,82003,83242,--,2474,185461,--,--,62311,--,67883,6063,16418,16679,20968,--,21197,20482,--,--
CS Computers,79834,--,--,76904,--,78413,70183,--,--,68823,75919,01034,69028,--,--,65682,67369,66963,95083,--,10162,10819,--,--
EC Electronics,0423,--,--,10930,109463,12303,03153,--,--,97619,--,--,86416,--,--,85427,88762,91770,13439,--,14204,13357,14211,152471
ME Mechanical,3583,--,--,22263,235588,54388,80391,--,--,206009,--,--,92574,--,43050,7537,18521,22676,24908,25899,26328,22909,--,245084
CE Civil,9092,--,--,17249,--,--,--,--,--,187036,--,--,68391,--,--,6248,--,17287,20272,23400,--,17570,--,204943
CS Computers,--,--,--,79838,--,81486,--,--,--,74908,--,--,69309,--,--,65634,--,75174,93343,--,10977,86494,--,--
EC Electronics,--,--,--,11509,--,16360,02882,--,--,--,--,--,--,--,--,95510,95706,10122,15937,--,15950,13321,--,--
ME Mechanical,0710,--,--,23058,--,--,09944,--,--,--,--,--,19231,--,45954,0421,--,20475,25291,--,--,21109,24724,--
AI ArtificialIntelligence,95705,--,--,10163,--,10812,77714,--,--,--,--,--,91077,--,--,76502,93531,88266,16853,--,23704,16835,--,--
CS Computers,85434,--,--,98264,108701,05890,93264,--,--,102864,--,--,86312,--,89254,80611,84546,82022,17531,--,18961,14098,--,152601
DS Comp. Sc. Engg-Data Sc.,1497,--,--,11666,--,--,02157,--,--,--,--,11490,04120,--,--,0047,11159,10682,19204,25562,--,20615,--,235879
EC Electronics,1411,--,--,11176,--,--,05081,--,--,109060,--,--,08629,--,--,0277,10297,11035,21538,23897,24075,14026,--,--
EE Electrical,--,--,--,12801,--,--,--,--,9272,127316,--,--,--,--,--,1845,--,12905,22905,--,--,16121,--,--
"IC CS-IoT, CyberSecurity",3848,--,--,12646,--,27310,13429,--,--,117036,--,--,15820,--,--,0956,--,12491,23481,--,24711,11047,--,--
IE Info.Science,1465,--,--,11046,--,16220,03828,--,--,108369,--,--,00354,04469,--,96628,--,97954,22131,--,22986,17787,--,--
ME Mechanical,--,--,--,23091,--,--,--,--,--,--,--,--,89627,--,--,8944,--,22230,--,--,--,--,--,--
CE Civil,2863,--,25228,13560,--,--,21482,--,--,129207,--,--,23969,--,--,1744,12254,13435,15211,--,--,15902,20786,--
CS Computers,28768,--,--,25445,30282,32965,28443,--,--,26212,--,--,22051,--,26667,20599,20935,26025,63579,69732,70048,62623,--,66225
EC Electronics,41937,--,--,32364,35411,35075,48458,--,--,34280,--,--,31006,--,36853,29875,31509,34557,10802,13365,15608,82678,--,168357
EE Electrical,54048,--,--,43985,--,59067,--,--,--,50556,--,--,46101,--,--,41630,46887,55518,11189,--,15097,12015,--,--
ME Mechanical,1873,26019,15190,12492,--,--,20953,--,--,113553,--,32202,01029,49475,--,96581,--,11674,20596,--,--,18000,--,--
"AD ArtificialIntel, Data Sc",77331,--,--,57045,--,--,59844,--,--,80160,--,95572,53059,--,--,50957,55773,56059,12523,--,--,11449,--,--
CE Civil,--,--,--,14842,180496,07490,40567,--,--,--,--,--,28169,--,--,2745,14622,14544,18931,--,25776,24291,--,--
CS Computers,43090,--,--,50623,--,52663,48671,--,--,43417,--,--,45072,--,50094,39294,44320,48700,94173,13509,13530,11136,--,157582
EC Electronics,60226,--,11287,59893,--,--,--,--,61958,61193,65418,--,51534,--,--,48036,--,50457,16929,--,--,19834,--,--
ME Mechanical,7133,--,--,15923,--,35490,32019,--,--,197804,--,--,44398,--,--,3796,--,16295,22294,--,--,25107,--,--
AI ArtificialIntelligence,0144,14604,--,97541,--,14157,10416,--,--,--,--,--,87559,--,--,81809,--,93201,18709,--,22626,18973,--,--
CE Civil,--,--,--,20814,--,--,--,--,--,183696,--,--,--,--,--,5498,--,19737,22916,--,--,--,--,--
CS Computers,83619,--,--,91150,107953,00406,03562,--,--,79879,--,--,81487,--,90702,73950,86680,80398,17199,--,18291,18492,--,205662
EC Electronics,1598,--,--,10722,--,15519,21167,--,--,94634,--,--,92372,--,--,90651,96008,10194,20647,25978,23603,26392,--,--
IE Info.Science,91090,--,13013,10404,--,--,11427,--,--,88025,--,--,87744,--,--,87396,10993,94355,20252,--,26191,14336,--,--
ME Mechanical,--,--,--,20212,--,--,--,--,--,--,--,34174,94970,--,--,8063,--,19327,23574,--,--,--,--,--
AI ArtificialIntelligence,81034,--,--,70007,--,74083,63859,--,--,65201,--,--,71887,--,73318,57423,57923,67224,15852,24908,18945,14675,--,169593
CD Computer Sc.and Design,85542,--,--,83877,--,97382,11555,--,--,82245,--,--,78926,--,--,78661,83986,86260,19490,--,--,21027,--,--
CE Civil,8928,--,--,20479,--,--,--,--,--,68610,--,--,67938,--,--,6083,17417,17321,23231,24946,23740,22428,--,--
CS Computers,65508,--,69092,64731,65344,68465,84977,--,--,55748,--,60616,57078,--,62020,52988,57859,59278,14845,18198,16894,12753,15301,153781
DS Comp. Sc. Engg-Data Sc.,80408,--,--,75522,--,78482,11382,31034,--,68545,--,--,76169,--,--,68304,--,71800,18601,--,21974,19196,--,--
EA AgricultureEngineering,1693,--,--,12591,--,--,24907,--,--,23672,--,50252,07187,19744,--,0692,--,10761,16058,--,--,18254,--,199577
EC Electronics,0045,--,--,84029,94903,86760,05568,--,--,73979,--,--,75796,--,77177,73787,75199,77117,20617,--,21485,18593,--,269963
"IC CS-IoT, CyberSecurity",98057,12132,10131,84298,--,--,13082,--,53425,82301,--,--,78174,--,--,77163,--,77766,20787,--,--,25279,--,--
IE Info.Science,69488,--,--,72683,--,74126,06683,--,--,66785,--,--,72471,--,--,66572,70768,72520,17970,--,23905,15921,--,--
ME Mechanical,--,--,--,17726,--,91196,91037,--,--,--,52301,--,64542,--,--,4615,--,16605,26361,--,--,--,--,--
AI ArtificialIntelligence,71124,--,--,80944,--,--,69591,--,--,68817,--,--,73137,--,--,63944,81142,68030,13207,15992,19322,19368,--,207638
CE Civil,1016,--,--,15152,--,--,--,--,--,--,--,15243,--,--,--,4761,--,20550,20176,--,--,25481,--,--
CS Computers,72876,--,--,80714,82059,84948,75576,--,--,67090,--,--,69891,--,81329,65681,68683,73584,15110,15987,16951,13350,--,183906
EC Electronics,94273,--,--,96385,--,12205,11243,--,--,87157,--,--,88044,--,89991,86514,89971,89344,18734,--,24439,20438,--,--
"IC CS-IoT, CyberSecurity",0395,--,--,88142,121153,94325,93413,--,88252,83645,--,--,82332,--,--,81249,98507,93136,19219,--,--,15808,--,--
IE Info.Science,89130,--,--,85321,--,03577,80534,--,--,72524,--,--,72646,91099,--,72444,--,77690,17850,--,19395,19007,--,--
ME Mechanical,--,--,--,14019,--,--,--,--,--,46741,--,--,--,--,--,3271,--,17222,19366,--,--,--,--,--
CE Civil,--,--,24212,22798,--,35270,07899,--,--,87264,--,--,06990,--,--,8433,20308,22167,22793,--,27002,24121,--,--
CG ComputerScience and Tech,83850,--,--,91504,--,02333,10772,--,--,83082,--,--,75255,--,--,75217,89454,84710,18050,--,24012,14340,--,--
CS Computers,73314,--,--,74957,83426,83299,93190,--,--,58440,--,65166,58385,--,67481,57128,66406,64392,15432,17984,16781,14315,--,194689
EC Electronics,0529,--,--,89045,--,--,--,--,--,--,--,79413,73564,--,81921,68421,73567,70052,18336,20845,--,20761,--,--
EE Electrical,1925,--,--,11661,131872,20775,19196,--,--,06944,--,--,08695,29877,--,0374,--,11040,21080,--,25624,21376,--,--
EZ ELECTRONICS ANDCOMPUT,0430,--,--,11499,--,25404,13213,--,--,97597,--,--,98182,--,--,96217,12907,11549,20257,--,22912,21594,--,--
"IC CS-IoT, CyberSecurity",0244,--,--,99109,--,--,96720,--,20191,85237,--,--,88899,--,--,82855,10425,86531,20285,--,--,22138,--,--
IE Info.Science,89150,--,--,88209,97228,90984,96208,--,--,71677,--,--,71785,--,--,71291,--,74742,18138,--,22424,17308,--,--
ME Mechanical,1412,--,--,20789,--,31039,--,--,--,78830,--,--,77689,--,24578,6833,24298,19599,25428,26793,--,24376,--,--
"CA CS (AI, MachineLearning)",60629,--,--,69827,83111,77529,77292,--,--,52761,--,--,55990,--,72484,51035,65620,64386,15271,24159,18468,21386,--,--
CE Civil,--,--,--,16898,--,--,--,--,--,54769,72292,--,--,--,--,4937,--,15305,22298,--,26960,--,--,--
CS Computers,44422,--,--,43972,56886,47085,57929,--,--,41177,--,--,43931,--,49698,39327,47404,42325,12563,16819,14256,14999,--,171859
DS Comp. Sc. Engg-Data Sc.,66109,--,99530,73672,--,78854,88544,--,--,61900,--,--,67064,87171,--,60992,80833,73073,18764,--,20179,20975,--,--
EC Electronics,82851,--,95779,74630,--,80781,05250,--,--,64310,--,72736,66256,--,--,63733,69823,71874,16931,--,24422,18220,19197,--
IE Info.Science,54215,94691,--,65650,--,65878,97989,--,03824,50905,--,55893,54790,--,--,49998,56378,55809,18274,--,22871,21308,--,--
ME Mechanical,--,--,--,14303,--,--,76304,--,--,29388,--,--,--,--,--,2621,18283,14046,22716,--,--,20865,--,--
CE Civil,--,--,--,203528,70942,--,94178,--,56776,--,--,--,--,--,--,8036,--,20748,24346,--,--,25475,--,--
CS Computers,0126,--,--,104748,--,07961,99101,--,--,91536,--,--,92904,--,94898,91293,94079,94891,18207,21120,19338,18177,--,211237
EC Electronics,--,14913,--,105974,--,--,--,--,--,--,--,02707,00600,--,--,98357,--,10097,20595,--,--,17313,--,--
EE Electrical,--,--,15080,117947,--,--,--,--,--,18621,--,--,--,--,--,1548,--,--,21920,--,--,--,--,--
IE Info.Science,0753,--,--,111025,--,11971,01171,--,--,98431,--,--,98588,--,--,97726,10698,10784,20909,--,23232,23148,--,--
ME Mechanical,2616,--,--,272366,--,--,29652,--,--,14901,--,--,26591,--,--,1224,25640,22483,26853,--,--,--,--,--
"AD ArtificialIntel, Data Sc",70547,--,--,74110,--,84728,70637,--,--,82653,--,--,63678,--,70578,63007,63801,69247,13962,--,18531,18177,19309,270665
CB Comp. Sc. andBus Sys.,2993,--,19008,119953,--,30564,04348,--,10846,05511,--,--,96539,98849,--,92070,92543,94586,23353,--,23770,23298,--,--
CE Civil,8095,22931,--,195419,--,09926,84337,--,--,38444,--,--,73098,--,--,6796,--,18424,22139,--,26240,--,--,--
CS Computers,59725,--,--,61245,63498,70867,56713,--,--,61792,--,--,48969,--,58596,47783,48330,56573,14623,14973,15926,16022,--,164901
EC Electronics,90937,--,--,73044,--,81665,74471,--,--,85782,88089,97223,64458,--,--,62652,65190,75204,18323,--,20936,21657,--,236164
EE Electrical,3652,--,15832,89724,--,--,02939,--,--,05602,--,17414,84863,--,--,81805,82239,88499,23682,25129,--,19546,--,--
ME Mechanical,4467,--,--,151967,83809,--,82490,--,00832,69908,--,--,50693,--,--,4314,15984,18176,26387,--,--,--,--,--
CE Civil,--,--,--,198753,--,--,88249,--,--,09997,--,--,--,--,--,7737,--,22086,22434,25313,--,--,--,--
CS Computers,1101,--,--,92097,--,08271,96729,--,--,97144,--,--,79968,--,--,77407,95893,10384,15192,--,21093,12625,--,--
EC Electronics,--,--,--,106357,--,--,--,--,--,--,--,--,06465,--,--,0433,--,12015,19375,--,--,20997,--,234114
EE Electrical,4850,--,--,141806,--,--,--,--,--,--,--,--,--,--,45139,3310,--,--,18717,--,--,19957,--,--
ME Mechanical,--,--,--,206531,--,--,--,--,--,--,--,--,--,--,--,5387,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",91324,--,10900,93429,23116,--,87363,--,--,83525,--,--,96018,--,--,83072,98348,89693,18914,--,20952,19110,--,194177
"CA CS (AI, MachineLearning)",1998,--,--,94836,--,01438,88955,--,--,84131,--,--,85576,--,--,82725,10002,85537,17371,--,20475,21637,--,--
CE Civil,--,--,--,171334,--,--,--,--,--,--,--,76352,--,--,--,5192,--,16485,21374,--,--,--,--,--
CS Computers,79646,--,--,83490,92420,91696,82485,--,--,68913,--,--,73521,--,77807,67037,80962,70328,14235,14259,16777,15517,--,173315
EC Electronics,93039,--,--,107864,--,08916,05870,--,--,92874,--,--,98676,--,02524,90920,10236,94721,17662,18609,20061,22543,--,245895
EE Electrical,1642,--,--,128203,--,35612,22378,--,--,10970,27466,--,16906,--,--,1067,--,12426,20549,--,21577,19526,--,--
EV EC  Engg(VLSIDesign),5514,--,--,155851,--,60138,97411,--,--,50593,--,--,44718,92799,--,3906,--,15317,23673,--,--,--,--,--
IE Info.Science,91774,--,--,97961,--,--,97287,--,03145,80344,--,--,89075,--,--,79043,84965,83494,17799,--,--,14642,22795,--
ME Mechanical,--,--,--,177532,--,--,--,--,--,--,--,72239,--,--,--,5813,--,17140,23798,--,--,26260,--,--
"CA CS (AI, MachineLearning)",14384,--,--,12784,--,14899,17789,--,35927,9441,--,--,9598,--,--,8897,19000,10796,49169,58953,64701,41651,--,57353
CS Computers,13029,--,14124,9416,14441,11473,15465,--,--,6837,--,8990,7540,11379,10180,6186,11327,8785,32793,36297,47205,34450,--,39231
IE Info.Science,14007,--,--,11691,20476,13551,21268,--,32499,10126,--,11354,9481,--,13529,9025,14327,11312,50297,63366,55983,50594,78398,54634
"AD ArtificialIntel, Data Sc",2996,14487,--,117437,--,27294,94601,--,--,15236,--,--,10693,--,--,93773,--,95833,21696,--,21944,23527,--,--
CE Civil,--,--,--,233007,--,--,--,--,--,--,--,--,46291,--,--,2872,24174,25582,26688,--,--,--,--,--
CS Computers,--,--,10898,107346,--,--,78682,--,99876,89184,--,--,93027,--,--,75903,--,88235,17298,20610,--,18494,--,--
EC Electronics,3461,--,--,125706,39237,--,117518,--,--,19488,--,--,17383,--,25008,1655,--,11885,22353,--,--,26079,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0805,26074,25722,23437,--,--,--,--,--
CE Civil,5771,--,--,270101,--,--,264480,--,--,74621,--,--,55639,--,72121,3922,24397,26740,25433,--,26890,26628,--,--
CS Computers,--,--,--,109957,16151,--,104050,--,--,96321,--,--,89174,--,--,87962,--,88699,17418,--,18228,13757,--,160279
EC Electronics,3569,--,14796,124008,--,2418,138095,--,--,19761,--,--,13446,--,--,1092,11947,11729,21745,--,25099,23999,--,--
EE Electrical,5497,--,--,149904,--,5384,145300,--,--,42219,--,47326,46687,--,--,4132,14247,14374,23147,23883,25444,21905,--,--
ME Mechanical,--,--,--,268642,--,--,273633,--,--,70309,--,--,74167,--,--,6417,27214,27398,27431,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,3361,--,--,121933,--,2938,114881,--,--,08397,--,21791,12520,--,--,0836,12701,12109,16328,19473,17666,21839,--,231443
CE Civil,--,--,--,234488,--,--,164209,--,--,--,--,--,--,--,--,5173,--,15466,22060,--,--,--,--,--
CO ComputerEngineering,4841,--,--,130828,--,3239,131163,--,--,21650,--,--,24197,--,--,1903,12561,12864,19619,--,25295,20587,--,--
CS Computers,3357,--,--,122462,27884,3090,121633,--,--,11570,--,--,13442,--,17255,0643,11013,11646,16058,16460,19595,21704,--,221638
EC Electronics,2536,--,15319,129014,--,--,150154,--,--,26724,--,--,24581,--,--,2435,12597,12793,19252,--,20095,25583,26379,--
ME Mechanical,--,--,--,195308,--,--,--,--,--,87256,--,--,--,--,--,8141,--,20575,21914,--,--,22632,--,--
"AD ArtificialIntel, Data Sc",74224,--,--,85244,--,87550,81828,--,--,87277,--,--,73802,--,--,72262,--,75938,15663,20125,19617,20293,--,--
CE Civil,--,--,16831,197568,--,--,--,--,--,30137,--,--,--,--,--,4780,16189,--,22072,--,--,23304,--,--
CS Computers,64075,--,--,68273,68620,73454,69334,--,--,63792,--,--,60152,--,64183,59039,60006,62982,15307,15790,18867,16237,--,167943
EC Electronics,79024,--,--,77924,--,79644,86519,--,--,--,--,--,71614,--,--,70985,--,76736,20430,--,--,22037,22849,260113
EE Electrical,--,--,--,89819,--,--,--,--,18641,--,--,--,95579,--,--,87359,--,90400,20973,--,--,27037,--,--
ME Mechanical,1347,--,--,227435,--,6573,232516,--,--,--,--,--,95063,--,--,7603,19324,19890,26816,--,--,--,--,--
RA Robotics andAutomation,--,--,--,117958,--,--,--,--,--,--,--,43057,14287,--,--,0958,11276,13977,25242,--,--,24323,--,--
AE Aeronaut.Engg,96813,--,--,75860,--,--,92261,--,14066,73766,--,89374,75383,--,--,69110,91144,80777,13047,--,--,11940,--,--
BM Bio Medical,--,17739,--,108444,--,3255,96969,--,--,--,--,--,86938,--,--,74472,--,11158,14387,--,19028,15710,--,--
CS Computers,67936,--,76706,68819,88553,90154,67464,--,--,55463,--,64323,60168,--,65635,54550,59714,64096,14621,15311,18605,16462,17821,165285
CY CS- CyberSecurity,77365,--,--,89788,20111,95152,80842,--,--,67147,--,--,70865,--,--,67087,10278,73491,15478,--,16870,19364,--,--
DS Comp. Sc. Engg-Data Sc.,82189,--,--,74803,--,91065,83398,--,--,68237,--,--,67300,--,77659,65845,86950,75609,18512,25743,25175,19475,--,217700
EC Electronics,65895,--,91813,74236,--,--,90385,--,--,68719,--,--,65957,96701,--,65617,--,75031,18934,--,--,20160,--,222364
IO CS- Internet ofThings,89282,--,--,92467,--,0588,90437,--,--,78818,--,--,77735,--,--,76415,--,85274,17471,--,20324,11801,--,--
ME Mechanical,--,--,--,163673,--,--,--,--,--,--,25214,01348,55300,--,--,4303,15061,18986,25432,--,--,--,--,--
SE Aero SpaceEngg.,66423,--,--,69333,--,08608,83364,--,--,--,--,--,72636,--,--,59619,69665,83680,10545,--,15224,10031,--,--
AI ArtificialIntelligence,94938,--,--,87493,125798,--,85282,--,--,76575,--,88568,81599,--,--,76388,04595,79531,19365,--,--,13501,--,248533
"CA CS (AI, MachineLearning)",0672,--,--,97436,132816,10513,94154,--,--,94040,--,--,94520,--,--,92471,--,10152,18709,--,24058,22006,--,--
CE Civil,3485,--,--,22555,--,59787,2404,--,--,--,--,--,18539,--,--,10639,--,24020,23514,--,27034,27332,--,--
CS Computers,91193,--,--,93358,--,10284,89087,--,--,85269,--,--,87020,--,89747,84400,84926,87374,18139,19831,18658,18879,--,223065
