Unnamed: 0,1H,1KH,1RH,2AH,2AKH,2ARH,2BH,2BKH,2BRH,3AH,3AKH,3ARH,3BH,3BKH,3BRH,GMH,GMKH,GMRH,SCH,SCKH,SCRH,STH,STKH,STRH
CS Computers,3215,--,--,14330,--,182948,26065,--,--,23350,--,--,22550,34864,38358,16227,16462,34067,2595,--,23691,18510,21090,202293
EC Electronics,4825,--,--,14736,15244,152615,37568,--,--,24783,--,176301,32375,--,--,23245,38997,50769,2719,26581,25749,18759,--,--
EE Electrical,2185,--,--,19181,--,238626,61745,--,--,60886,--,--,62561,--,--,60490,77925,10638,6973,--,--,20826,--,--
ZN B.TECH INPHARM. ENGG.,--,--,--,20662,--,--,--,--,--,89710,--,--,96325,--,--,7022,24690,22313,--,--,--,25965,--,--
AM B Tech in AM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BB B Tech in EC,--,--,--,--,--,--,--,--,--,85517,--,--,--,--,--,60871,--,--,--,--,--,--,--,--
BO B Tech in BT,--,--,--,--,--,86348,9286,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BW B Tech in CS,0226,--,--,91393,--,--,--,--,--,--,--,--,76078,97357,--,70447,--,86589,20331,--,25021,23942,--,--
LE B Tech in AIML,--,--,--,94475,--,--,--,--,--,--,--,--,--,--,--,65243,90432,92343,19115,--,--,21624,--,--
LK B Tech in IOT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,92063,--,--,20942,--,--,--,--,--
YA B.TEHINCOM.SCE.ENG(ROBO),--,--,--,96436,--,--,--,--,--,--,--,--,--,--,--,91553,--,--,--,--,--,--,--,--
YB B.TECH INCS.ENG(DAT ANA),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82808,--,--,--,--,--,--,--,--
YC B.TECH IN EMD.SYS. VLSI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0558,--,--,--,--,--,--,--,--
BB B Tech in EC,--,--,--,10991,--,--,--,--,--,--,--,--,--,--,--,91916,--,10465,23200,--,--,--,--,--
BJ B Tech in EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2881,--,15090,--,--,--,25602,--,--
BT Bio Technology,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,89933,--,--,--,--,--,13712,--,--
BW B Tech in CS,--,--,--,10398,--,04517,--,--,--,--,--,--,--,--,--,61441,--,--,22825,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,48571,--,--,5864,--,--,--,--,--,--,--,--
CU B Tech in IS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,88611,85568,--,--,26302,--,--,22814,--,--
LD B Tech in DS,--,--,--,--,--,--,--,--,--,--,--,--,85488,--,--,85355,10813,--,--,--,--,--,--,--
LE B Tech in AIML,--,--,--,10654,--,--,--,--,--,--,--,--,--,--,--,75647,--,--,20614,--,--,--,--,--
LF B Tech in CC,--,--,--,12734,--,--,--,--,--,--,--,--,--,--,--,1706,--,--,--,--,--,--,--,--
LG B Tech in CS,--,--,--,15678,--,--,--,--,--,--,--,--,--,--,--,98865,--,--,--,--,--,--,--,--
LH B Tech in IS,--,--,--,12702,--,--,--,--,--,--,--,--,--,--,--,0932,--,--,--,--,--,--,--,--
LJ B Tech in BS,--,--,--,--,--,--,1189,--,--,--,--,--,--,--,--,3921,--,--,--,--,--,--,--,--
LK B Tech in IOT,--,--,--,--,236381,--,9871,--,--,--,--,--,--,--,--,3518,--,--,--,--,--,--,--,--
RA Robotics andAutomation,--,--,--,--,--,--,--,--,--,12945,--,--,--,--,--,3191,--,--,--,--,--,--,--,--
YH ENGINEERINGDESIGN,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5302,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,18034,--,--,--,--,--,--,--,--,--,--,--,--,--,91816,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,97488,--,12933,22765,--,--,--,--,--
EC Electronics,--,--,--,16690,--,--,--,--,--,--,--,--,--,--,--,3734,--,--,23855,--,--,--,--,--
IE Info.Science,5669,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1828,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,3389,--,--,--,--,--,--,--,--,87819,--,--,18927,--,--,--,--,--
CS Computers,--,--,10104,--,--,--,--,--,--,--,--,--,--,--,--,63800,--,--,18161,--,20254,24886,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1662,14335,--,--,--,--,--,--,--
IE Info.Science,--,--,--,13828,--,--,--,--,--,--,--,--,--,--,--,99601,--,13028,--,--,--,--,--,--
BW B Tech in CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35094,--,--,--,--,--,--,--,--
YD B.TECH IN CSND ARTI INT,--,--,--,01520,--,--,--,--,--,--,--,--,--,--,--,70859,--,--,--,--,--,--,--,--
YE B.TECH INIV.CONST.SUST.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
YF B.TECH IN ELECTNGG. CS.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,87565,--,--,--,--,--,--,--,--
YG B.TECH INC.ENG.VSLI EMD,--,--,--,47472,--,--,--,--,--,--,--,--,--,--,--,--,--,78379,--,--,--,--,--,--
YI B.TECH INECHANICAL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37051,--,--,23196,--,--,--,--,--
AI Artificialntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80502,--,--,06155,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,06557,--,--,--,77490,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74428,--,--,--,--,--,--,--
IE Info.Science,--,--,--,29815,--,--,--,--,--,--,--,--,--,--,--,99928,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26893,--,--,--,--,--,--,--,--
CS Computers,--,--,--,89883,--,--,--,--,--,--,--,--,--,--,--,69359,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28693,--,49602,--,--,--,11063,--,--
EE Electrical,--,--,--,--,--,--,18844,--,--,--,--,--,--,--,--,--,79445,--,--,--,--,--,--,--
ZW COMP. SCE. ANDNG (AIML),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,08728,--,--,10368,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,89156,--,91148,31406,--,--,--,--,--
EC Electronics,--,--,--,60558,--,--,--,--,--,--,--,--,--,--,--,28368,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12254,--,--
ZW COMP. SCE. ANDNG (AIML),--,--,--,30004,--,--,--,--,--,--,--,--,--,--,--,21268,--,--,--,--,--,--,--,--
