Unnamed: 0,1H,1KH,1RH,2AH,2AKH,2ARH,2BH,2BKH,2BRH,3AH,3AKH,3ARH,3BH,3BKH,3BRH,GMH,GMKH,GMRH,SCH,SCKH,SCRH,STH,STKH,STRH
CE Civil,3697,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11380,--,--,--,--,--,--,--
CS Computers,--,--,--,55185,--,71808,--,--,--,--,--,--,--,--,--,41406,--,--,91442,--,--,98918,--,--
EC Electronics,--,--,--,75137,--,--,--,--,--,--,--,--,--,--,--,63610,--,--,14578,--,14596,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,15564,--,--,79994,--,--,--,--,--,--,--,--
EI Elec. Inst.Engg,--,--,--,--,--,--,--,--,--,48374,--,--,--,--,--,12615,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13939,--,14839,18478,--,--,--,--,--
RI Robotics and AI,--,--,--,--,--,--,21221,--,--,--,--,--,--,--,--,94848,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,92591,--,--,26451,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27274,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10394,--,--,--,25379,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10738,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,166957,--,--,--,--,--,--,--,--,--,--,--,13214,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,32917,--,--,--,--,--,--,--,--,26384,--,--,25150,--,30304,96347,--,--,--,--,--
CE Civil,--,--,--,191049,--,--,--,--,--,--,--,--,--,--,--,13529,19382,--,--,--,--,--,--,--
CS Computers,26044,--,--,27996,--,31799,35400,--,--,21863,--,--,22988,--,--,21618,--,24111,74659,15260,12313,84074,--,--
EC Electronics,--,--,--,35120,--,--,--,--,--,--,--,--,--,--,--,27635,--,--,11345,--,--,13861,--,176549
EE Electrical,--,--,--,--,--,--,13046,--,--,--,--,--,--,--,--,44227,--,--,16420,--,--,--,--,--
IE Info.Science,37415,--,--,33224,--,--,--,--,--,--,--,--,--,--,--,24369,--,33368,11546,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11960,--,26132,--,--,--,--,--,--
AI ArtificialIntelligence,96858,--,--,74582,44768,87399,70160,--,81976,71996,--,--,63374,--,--,62163,63213,79514,15211,18909,15787,10061,--,152948
CE Civil,--,24817,18791,238086,--,--,--,--,--,--,--,--,68407,--,--,16083,--,16436,17845,--,--,16593,--,--
CF CS(ArtificialIntel.),63371,--,--,75349,--,12161,68693,--,--,65574,--,95317,61710,--,--,57890,94580,95245,12633,--,18797,11617,--,--
CS Computers,62097,--,--,55210,--,57840,44869,--,--,49284,--,--,39001,45050,52005,37502,42999,51041,11450,--,16064,70527,--,96545
DS Comp. Sc. Engg-Data Sc.,97916,--,12695,80116,--,13331,81283,--,--,70395,20207,--,70197,--,--,68499,83967,96105,17706,--,22781,15323,--,--
EC Electronics,0056,--,--,82503,--,02965,08702,--,--,76639,--,--,74415,--,87684,72035,99132,86523,16463,--,27262,87122,13754,154400
EE Electrical,2069,--,--,144427,46011,76638,22692,--,--,37862,--,56714,18610,--,--,11529,11772,13251,20242,--,23984,15431,--,--
ME Mechanical,--,--,--,226467,--,--,67271,--,--,60688,--,--,39050,--,--,21009,24347,26779,27422,--,--,26628,--,--
"CA CS (AI, MachineLearning)",2692,--,--,123428,64918,--,29321,--,85107,--,--,--,19438,--,--,11732,--,12389,18741,--,--,16796,--,--
CE Civil,--,--,--,228189,--,--,--,--,--,--,--,--,--,--,--,20598,--,24125,24781,--,--,--,--,--
CS Computers,0137,--,--,117723,--,55889,98247,--,--,03371,--,--,96477,--,--,95220,10150,98888,18355,19539,19910,17497,--,181053
EC Electronics,3349,--,--,133904,--,63337,--,--,--,46386,--,18338,31381,--,--,12894,14072,14744,19185,--,--,15466,--,--
EE Electrical,--,--,19291,196630,--,--,85806,--,--,--,--,--,65609,--,--,15711,--,17715,23576,--,--,22117,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25279,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16881,--,24809,--,--,--,--,--,--
CS Computers,--,--,--,43125,--,--,--,--,--,--,--,--,--,--,--,32984,--,--,--,--,--,--,--,--
EC Electronics,80337,--,--,73992,--,80382,--,--,--,--,--,--,--,--,--,--,78627,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11169,--,--,23406,--,--,--,--,--
IE Info.Science,--,--,--,60545,--,--,--,--,--,--,--,--,--,--,--,59374,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30828,--,--,12056,--,--,--,--,--
BT Bio Technology,--,--,--,--,--,--,57206,--,--,--,--,--,--,--,--,--,--,15723,--,--,--,--,--,--
CE Civil,--,--,--,164048,--,--,--,--,--,39143,--,--,--,4447,--,--,--,15124,--,--,--,--,--,--
CS Computers,--,--,--,34917,--,38480,--,--,--,--,--,--,--,--,--,31832,--,--,97159,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44219,--,--,17112,--,23368,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73538,--,--,17747,--,--,22420,--,--
IE Info.Science,47196,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37571,--,41415,--,--,--,--,--,--
ME Mechanical,--,--,--,211358,--,--,--,--,--,--,--,--,--,--,--,15113,--,--,--,--,--,--,--,--
MT Mechatronics,--,--,--,--,--,--,--,--,--,--,--,--,78975,--,--,13807,--,--,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,76357,--,--,--,--,--,--,--,--,50890,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,31066,--,--,--,--,--,--,--,--,--,--,--,24237,--,--,75813,--,10301,--,--,--
BT Bio Technology,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57602,--,--,16921,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10900,--,15278,--,--,--,--,--,--
CS Computers,--,--,--,24947,--,--,--,--,--,--,--,--,--,--,--,20256,24437,--,68449,--,--,62063,--,68059
DS Comp. Sc. Engg-Data Sc.,--,--,--,28999,--,--,--,--,--,--,--,--,--,--,--,25526,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,33317,--,44325,--,--,--,--,--,--,--,--,--,29400,--,--,12897,--,--,--,--,--
EE Electrical,67125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53790,--,--,--,--,--,--
IE Info.Science,--,--,--,29570,--,--,--,--,--,--,--,--,26109,--,--,25623,--,27335,96438,14822,--,90961,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,15723,--,--,--,--,--,11475,--,--,--,--,--,--,--,--
MT Mechatronics,--,--,--,--,--,--,--,--,--,--,--,--,57995,--,--,80648,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22943,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,125653,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,38577,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,94136,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20732,--,--,--,--,--,--,--,--
ZC CSC,--,--,--,130280,--,--,--,--,--,--,--,--,--,--,--,12200,13668,12780,21984,--,--,22983,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,30465,--,--,--,--,--,--,--,--,--,17676,--,--,10849,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13387,14573,--,--,--,--,--,--,--
CS Computers,--,--,--,24625,--,--,--,--,--,--,--,--,--,--,--,15646,--,--,73195,--,11509,73949,--,--
EC Electronics,--,--,--,32763,--,--,--,--,--,--,--,--,26436,--,--,26175,--,35243,13721,--,--,--,--,--
EI Elec. Inst.Engg,--,--,--,--,--,--,43398,--,--,--,--,--,--,--,--,49452,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,25727,--,--,--,--,--,--,--,--,--,--,--,18565,--,23889,87733,--,--,10486,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,99969,--,--,--,--,--,--,--,--
RA Robotics andAutomation,4905,--,--,--,--,--,19153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,76426,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56099,--,67149,15168,--,--,--,--,--
CS Computers,--,--,--,72102,--,--,--,--,--,--,--,--,55050,--,--,51441,66784,74691,13002,--,--,11065,--,--
EC Electronics,--,--,--,92224,--,--,--,--,--,--,--,--,--,--,--,79471,--,--,19796,--,19891,--,--,--
IE Info.Science,--,--,--,73780,--,14580,73968,--,--,--,--,--,--,--,--,64422,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5638,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18800,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6597,--,--,--,--,--,--,--,--
CS Computers,--,--,--,60447,--,--,--,--,--,--,--,--,--,--,--,51161,--,65612,96466,--,--,--,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,--,--,--,06613,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,145149,--,--,--,--,--,--,--,--,--,--,73041,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,74097,--,--,--,--,--,--,65975,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27391,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,03234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16961,--
CS Computers,--,--,--,75800,--,--,--,--,24167,--,--,--,--,--,--,56181,--,--,11651,--,--,--,--,--
EC Electronics,--,--,--,99983,--,--,--,--,--,--,--,--,--,--,--,83844,--,92008,22490,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,98691,--,--,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,--,--,--,--,--,--,--,--,--,92064,--,--,82377,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73971,--,--,--,--,--,18522,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3490,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,99292,--,--,--,--,--,--,80246,--,59953,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7712,--,--,--,--,--,--,--,--
CS Computers,--,--,--,64598,--,--,--,--,--,--,--,--,--,--,--,53376,--,--,12505,--,14382,11543,--,--
EC Electronics,--,--,--,--,--,31997,--,--,--,88809,--,--,80658,--,--,77246,--,--,20261,--,--,--,--,--
IE Info.Science,--,--,--,79728,--,--,--,--,--,--,--,--,--,--,--,72969,--,83336,20198,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61720,--,--,16969,--,--,--,--,--
CS Computers,--,--,--,--,--,--,81672,--,--,--,--,68891,--,--,--,48046,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,90152,--,--,--,--,--,--,--,--,--,--,--,70199,--,--,--,--,--,--,--,--
EE Electrical,4556,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60815,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27434,--,--,--,--,--
CS Computers,--,--,--,81158,--,--,--,--,--,--,--,97787,--,--,68460,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,03626,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65668,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,44372,--,--,36591,--,--,14767,--,15694,--,--,--
CC Computer andComm. Engg.,--,--,--,--,--,--,--,--,--,89407,--,--,--,--,--,49315,--,--,--,--,--,--,--,--
CD Computer Sc.and Design,1187,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51677,--,--,--,--,--,--,--,--
CS Computers,--,--,--,38800,--,41106,--,--,--,--,--,--,--,--,--,34839,--,--,12403,--,--,12434,--,--
EC Electronics,--,--,--,64250,--,--,--,--,--,--,--,--,--,--,--,50675,--,69097,18793,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,--,--,--,46302,--,--,--,--,--,--,--,--,55802,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74841,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,92738,--,--,--,--,--,--,--,--,53462,--,--,--,--,--,--,--,--
CE Civil,0661,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64792,--,22208,--,--,--,--,--,--
CS Computers,--,--,--,65483,--,93119,--,--,--,--,--,--,--,--,--,48697,--,--,12949,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,--,--,--,64675,--,--,59488,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,10829,--,--,--,--,--,--,--,--,--,--,--,82683,96174,99377,23470,--,--,24995,--,--
IE Info.Science,0901,--,--,80233,--,--,--,--,--,--,--,--,--,--,--,68317,--,--,18823,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79668,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,12787,--,--,24059,--,--,--,--,--,--,--,--,15657,2317,13639,13666,--,--,--,--,--
CE Civil,--,--,--,26799,--,--,--,--,--,--,--,--,--,--,--,43553,--,24489,25761,--,--,--,--,--
CS Computers,1693,13923,--,11977,--,142046,97593,--,--,--,--,--,85162,--,--,85017,--,88695,12786,--,14458,95239,--,--
EC Electronics,6060,--,--,15970,--,173457,--,--,--,08990,--,--,31337,--,--,30705,4076,13379,20893,--,23627,15495,--,--
ES Electronics andComputer,--,--,--,22471,--,--,--,--,--,--,--,--,--,--,--,43959,--,--,15243,--,--,18911,--,--
ME Mechanical,--,--,--,--,--,--,15396,--,--,--,--,--,--,--,--,12846,--,27374,25873,--,--,--,--,--
ZC CSC,3192,--,--,15949,21532,--,--,--,--,--,--,--,30523,--,54143,27476,--,14800,22539,--,--,19124,--,255120
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,84891,--,--,22981,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,00566,--,--,--,--,13901,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,16859,11671,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10096,--,--,19233,--,--,--,--,--
EC Electronics,--,--,--,15014,--,--,--,--,--,--,--,--,--,--,--,17843,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70108,--,--,--,16597,--,--,--,--
AI ArtificialIntelligence,--,--,--,58007,--,--,--,--,--,--,--,--,--,--,54990,44009,--,--,13833,--,--,12284,--,--
"CA CS (AI, MachineLearning)",--,--,--,62663,--,--,--,--,--,--,--,--,--,--,--,46739,--,58130,15428,--,--,18890,--,--
CE Civil,--,--,--,--,--,--,--,--,--,95174,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,41838,--,--,--,--,--,--,--,--,40211,--,--,37743,43913,40276,11801,--,14037,11913,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,52652,--,--,52213,--,--,--,--,--,48608,--,--,--,--,--,--,--,207468
EC Electronics,--,--,--,64131,--,--,--,--,--,--,--,--,55968,--,--,55079,--,61232,14311,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68757,--,--,--,--,--,--,--,--
IE Info.Science,58929,--,--,61433,--,66218,--,--,--,--,--,--,--,--,--,50278,--,--,14916,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32646,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,74194,--,--,--,--,--,--,--,--,--,43299,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",84015,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44643,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61934,--,--,--,--,--,--,--,--
CS Computers,--,--,--,49942,56360,--,--,--,--,--,--,--,42781,--,--,41612,--,--,10721,--,15412,--,--,--
EC Electronics,--,--,--,74433,--,--,--,--,--,--,--,--,--,--,--,61178,--,77718,16212,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,--,--,--,--,--,--,75753,--,--,--,--,--,68934,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,68765,--,--,--,--,--,--,--,--,--,--,--,62412,--,64657,17152,--,--,20751,--,--
ME Mechanical,--,--,--,--,--,--,74006,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,24977,--,--,28096,--,--,--,--,--,--,--,--,18910,--,--,--,--,85007,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18599,--,22574,73519,--,--,--,--,--
"CA CS (AI, MachineLearning)",26660,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17491,--,--,--,--,--,--,--,--
CS Computers,--,--,--,19224,--,24854,--,--,--,--,--,--,--,--,--,15594,--,--,57468,--,--,57651,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,18536,--,--,--,--,--,18098,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,29514,--,--,--,--,--,--,--,--,--,--,--,26280,31656,28729,10212,--,--,10939,--,--
IE Info.Science,--,--,--,25121,--,--,--,--,--,--,--,--,20000,--,--,19548,--,--,82447,12352,--,--,--,97677
AI ArtificialIntelligence,--,--,--,42794,--,--,--,--,--,--,--,--,--,--,--,35791,49236,--,13724,--,--,--,--,--
CD Computer Sc.and Design,--,--,--,73583,--,--,--,--,--,--,--,--,--,--,--,60572,--,77203,19787,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56708,--,--,--,--,--,--,--,--
CS Computers,--,--,--,37199,--,--,--,--,--,--,--,--,32946,--,--,32423,--,36790,13673,--,--,11235,--,--
DS Comp. Sc. Engg-Data Sc.,68743,--,--,--,--,--,61977,--,--,--,--,--,--,--,--,48939,--,--,--,--,24120,--,--,--
EC Electronics,--,--,--,68326,--,--,--,--,--,64820,--,--,--,--,--,53715,--,--,21453,--,--,--,--,256334
ES Electronics andComputer,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78029,--,10698,22331,--,--,--,--,--
IE Info.Science,--,--,--,51708,--,59851,--,--,--,--,--,--,46834,--,--,43402,--,--,15984,22829,--,17698,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14843,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,21095,--,--,--,--,--,--,--,--,--,--,--,15697,--,18120,68140,--,--,--,--,--
CS Computers,--,--,--,18558,--,--,--,--,--,--,--,--,15416,--,--,14785,--,17124,66390,84270,90763,59976,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,23078,--,--,--,--,--,--,--,--,--,--,--,17257,--,--,87172,--,--,--,--,96214
EC Electronics,--,--,--,31422,--,39422,--,--,--,--,--,--,--,--,--,22486,--,--,89281,--,--,10604,--,--
EE Electrical,--,--,--,--,--,--,79359,--,--,44496,--,--,--,--,--,41852,60892,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,6532,--,--,--,--,--,--,--,--,--,--,--,--,--,--,84603,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61401,--,--,--,--,--,21672,--,--
CE Civil,3037,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,70552,--,--,--,--,--,--,--,--,--,--,--,61280,--,75592,14180,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75781,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,86327,--,96005,--,--,--,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,88377,--,--,23953,--,--,--,--,--
IE Info.Science,--,--,--,112923,--,--,--,--,--,--,--,--,--,--,--,81877,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15202,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,125532,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25062,--,--,--,--,--,--,--,--
CS Computers,--,--,--,81796,--,--,--,--,--,--,--,--,--,--,--,60372,--,69822,16328,--,--,17738,--,--
EC Electronics,--,--,--,123012,--,5936,--,--,--,--,--,--,--,--,--,92657,--,--,23282,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10099,--,--,26521,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,02644,--,--,82935,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26299,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,91955,--,--,--,--,--,--,--,--,42082,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,63813,--,--,--,--,--,--,--,--,--,--,--,39803,--,--,13113,--,--,--,--,221348
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,39911,--,48163,--,--,--,--,--,--,39916,--,--,34593,37315,--,12407,--,--,10644,--,--
EC Electronics,89919,--,--,62869,--,--,--,--,--,--,--,--,--,--,--,54618,--,60068,17965,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,03408,--,--,--,--,--,77997,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,56518,--,--,--,--,--,--,--,--,--,--,--,46503,--,53877,16485,--,19082,18407,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,33578,--,--,--,--,--,--,--,--,--,--,--,29020,--,32595,12342,--,--,--,--,--
AE Aeronaut.Engg,74792,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54538,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,65866,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27318,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,35738,--,--,--,--,--,--,--,--,--,--,--,28268,--,34272,12766,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2952,--,--,24395,--,--,23518,--,--
CS Computers,--,--,--,30683,--,--,--,--,--,--,--,--,26349,--,--,24133,30270,31421,11197,--,--,10542,--,--
EC Electronics,--,--,--,42276,--,--,--,--,--,--,--,--,36392,--,--,36042,--,--,14915,--,--,16465,--,169697
EE Electrical,--,--,--,--,--,--,--,--,--,86197,--,--,--,--,--,67343,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,37984,--,51894,--,--,--,28954,--,--,--,--,--,28556,--,--,12768,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,216398,--,--,--,--,--,--,--,--,4939,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,79001,--,--,--,--,--,--,--,--,--,--,--,63062,--,74563,17424,--,--,--,--,--
CE Civil,--,--,--,--,--,--,252620,--,--,--,--,--,22023,--,--,7575,--,--,--,--,--,--,--,--
CS Computers,--,--,--,64610,77270,--,--,--,--,--,--,--,--,--,--,55661,--,--,13686,--,18563,13225,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,67972,--,--,--,--,--,65815,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,10925,--,2839,--,--,--,--,--,--,--,--,--,76278,--,--,20075,26881,--,--,--,--
IE Info.Science,93960,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63614,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12619,--,13344,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,47249,--,--,--,--,--,--,--,--,--,--,--,38702,--,--,94954,--,--,--,--,135648
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,13144,--,--,--,--,--,12200,--,--,--,--,--,--,--,--
CB Comp. Sc. andBus Sys.,--,--,--,--,--,--,39359,--,--,--,--,--,--,--,--,16071,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,10524,--,--,--,--,--,98242,--,--,--,--,--,--,--,--
CS Computers,--,--,--,14183,--,--,--,--,--,--,--,--,10901,--,--,10513,--,14241,56281,64561,66354,43238,--,--
DG DESIGN,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,22685,--,--,--,--,--,--,--,--,16017,--,26730,15124,--,--,74360,--,--,--,--,--
EE Electrical,53933,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26711,--,--,--,--,--,--,--,--
EV EC  Engg(VLSIDesign),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24467,--,--,14967,--,--,--,--,--
